pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,entry_spread,exit_spread,gross,charges,net,reason,win,shares_a,shares_b
TATAPOWER/PFC,PAIRS,2025-10-17,2025-10-20,3,SELL_A,2.31,2.281,,,8020.0,962.0,7058.0,INTRADAY,True,3625,3250
HUDCO/ADANIENSOL,PAIRS,2025-10-17,2025-10-20,3,BUY_A,-2.088,-1.71,,,28776.0,3453.0,25323.0,INTRADAY,True,6937,1687
VEDL/NMDC,PAIRS,2025-10-17,2025-10-20,3,SELL_A,2.143,1.868,,,12620.0,1514.0,11106.0,INTRADAY,True,2875,16875
BANKBARODA/BANDHANBNK,PAIRS,2025-10-17,2025-10-20,3,SELL_A,1.804,1.714,,,33960.0,4075.0,29885.0,INTRADAY,True,7312,9000
TATAPOWER/PFC,PAIRS,2025-10-20,2025-10-21,1,SELL_A,2.281,1.956,,,12189.0,1463.0,10726.0,INTRADAY,True,3595,3223
IDFCFIRSTB/AUBANK,PAIRS,2025-10-20,2025-10-23,3,BUY_A,-2.357,-1.702,,,58119.0,6974.0,51145.0,INTRADAY,True,22997,2479
HUDCO/ADANIENSOL,PAIRS,2025-10-23,2025-10-24,1,BUY_A,-1.988,-1.882,,,16843.0,2021.0,14822.0,INTRADAY,True,6937,1687
FEDERALBNK/BANDHANBNK,PAIRS,2025-10-20,2025-10-27,7,SELL_A,3.696,2.806,,,-31418.0,3770.0,-35188.0,TIME_STOP,False,12397,8926
TECHM/PERSISTENT,PAIRS,2025-10-20,2025-10-27,7,BUY_A,-3.195,-2.236,,,14085.0,1690.0,12395.0,TIME_STOP,True,1487,247
LTIM/OFSS,PAIRS,2025-10-20,2025-10-27,7,SELL_A,3.0,2.201,,,4116.0,494.0,3623.0,TIME_STOP,True,371,185
HDFCBANK/ICICIBANK,PAIRS,2025-10-20,2025-10-27,7,SELL_A,2.787,2.339,,,-22035.0,2644.0,-24679.0,TIME_STOP,False,2727,1735
ULTRACEMCO/GRASIM,PAIRS,2025-10-21,2025-10-27,6,BUY_A,-1.908,-3.459,,,-73532.0,8824.0,-82356.0,TIME_STOP,False,124,620
VEDL/NMDC,PAIRS,2025-10-23,2025-10-28,5,SELL_A,2.891,2.961,,,-47087.0,5650.0,-52738.0,TIME_STOP,False,2875,16875
JSWSTEEL/HINDALCO,PAIRS,2025-10-24,2025-10-28,4,BUY_A,-2.428,-1.321,,,36583.0,4390.0,32193.0,PROFIT,True,1687,1750
TATAPOWER/PFC,PAIRS,2025-10-27,2025-10-28,1,SELL_A,2.11,2.078,,,14450.0,1734.0,12716.0,INTRADAY,True,3566,3197
SAIL_CAL,CALENDAR,2025-10-28,2025-10-29,1,BUY_NEAR,-5.454,-1.018,-1.92,4.03,55930.0,6712.0,49218.0,INTRADAY,True,9400,9400
ITC_CAL,CALENDAR,2025-10-28,2025-10-29,1,BUY_NEAR,-3.688,-2.942,-2.85,-0.33,8080.0,970.0,7110.0,INTRADAY,True,3200,3200
OBEROIRLTY_CAL,CALENDAR,2025-10-28,2025-10-29,1,BUY_NEAR,-3.212,-0.753,-14.0,-0.3,9590.0,1151.0,8439.0,INTRADAY,True,700,700
CHOLAFIN/SBICARD,PAIRS,2025-10-27,2025-10-29,2,SELL_A,3.75,2.778,,,64341.0,7721.0,56620.0,INTRADAY,True,1537,1967
TATASTEEL/SAIL,PAIRS,2025-10-27,2025-10-29,2,SELL_A,2.515,2.023,,,41515.0,4982.0,36533.0,INTRADAY,True,13528,11560
DRREDDY/LUPIN,PAIRS,2025-10-27,2025-10-29,2,SELL_A,2.117,-0.748,,,99246.0,11910.0,87336.0,PROFIT,True,1537,1045
ITC_CAL,CALENDAR,2025-10-29,2025-10-30,1,BUY_NEAR,-2.942,-3.221,-2.8,-0.15,8480.0,1018.0,7462.0,INTRADAY,True,3200,3200
ITC_CAL,CALENDAR,2025-10-30,2025-10-31,1,BUY_NEAR,-3.221,-1.904,-3.0,1.7,15040.0,1805.0,13235.0,INTRADAY,True,3200,3200
TATAPOWER/PFC,PAIRS,2025-10-29,2025-10-31,2,SELL_A,1.951,1.654,,,12900.0,1548.0,11352.0,INTRADAY,True,3625,3250
BANKBARODA/FEDERALBNK,PAIRS,2025-10-27,2025-11-03,7,BUY_A,-2.57,-1.357,,,65626.0,7875.0,57751.0,PROFIT,True,7194,12298
CHOLAFIN/SBICARD,PAIRS,2025-10-29,2025-11-03,5,SELL_A,2.778,2.799,,,-36364.0,4364.0,-40727.0,TIME_STOP,False,1562,2000
TATASTEEL/SAIL,PAIRS,2025-10-29,2025-11-03,5,SELL_A,2.023,1.736,,,24559.0,2947.0,21612.0,INTRADAY,True,13750,11750
TECHM/LTIM,PAIRS,2025-10-29,2025-11-03,5,BUY_A,-1.993,-2.184,,,-58462.0,7016.0,-65478.0,TIME_STOP,False,1500,375
ITC_CAL,CALENDAR,2025-11-03,2025-11-04,1,BUY_NEAR,-2.696,-1.219,-3.0,0.63,11600.0,1392.0,10208.0,INTRADAY,True,3200,3200
OBEROIRLTY_CAL,CALENDAR,2025-11-03,2025-11-04,1,SELL_NEAR,3.888,3.747,1.8,-15.1,11830.0,1420.0,10410.0,INTRADAY,True,700,700
CIPLA/DIVISLAB,PAIRS,2025-10-30,2025-11-04,5,BUY_A,-2.457,-3.007,,,-73826.0,8859.0,-82685.0,TIME_STOP,False,937,250
SBIN/BANKBARODA,PAIRS,2025-11-03,2025-11-04,1,BUY_A,-2.731,-1.688,,,46751.0,5610.0,41141.0,INTRADAY,True,1875,7312
TATAPOWER/PFC,PAIRS,2025-11-03,2025-11-04,1,SELL_A,1.989,1.724,,,25604.0,3073.0,22532.0,INTRADAY,True,3625,3250
OBEROIRLTY_CAL,CALENDAR,2025-11-04,2025-11-06,2,SELL_NEAR,3.747,4.086,3.9,-7.3,7840.0,941.0,6899.0,INTRADAY,True,700,700
DRREDDY/LUPIN,PAIRS,2025-10-31,2025-11-06,6,BUY_A,-2.904,-1.677,,,41312.0,4957.0,36354.0,INTRADAY,True,1562,1062
ULTRACEMCO/GRASIM,PAIRS,2025-11-03,2025-11-06,3,BUY_A,-2.07,0.352,,,119875.0,14385.0,105490.0,PROFIT,True,125,625
SBIN/BANKBARODA,PAIRS,2025-11-04,2025-11-06,2,BUY_A,-1.688,-1.185,,,18702.0,2244.0,16458.0,PROFIT,True,1875,7312
OBEROIRLTY_CAL,CALENDAR,2025-11-06,2025-11-07,1,SELL_NEAR,4.086,3.905,8.7,-7.7,11480.0,1378.0,10102.0,INTRADAY,True,700,700
HDFCBANK/ICICIBANK,PAIRS,2025-11-06,2025-11-07,1,SELL_A,2.201,1.463,,,46013.0,5522.0,40491.0,PROFIT,True,2750,1750
OBEROIRLTY_CAL,CALENDAR,2025-11-07,2025-11-10,3,SELL_NEAR,3.905,3.619,12.8,-0.95,9625.0,1155.0,8470.0,INTRADAY,True,700,700
FEDERALBNK/BANDHANBNK,PAIRS,2025-11-03,2025-11-10,7,SELL_A,2.823,2.347,,,-56170.0,6740.0,-62910.0,TIME_STOP,False,12500,9000
VEDL/NMDC,PAIRS,2025-11-04,2025-11-10,6,SELL_A,2.491,2.29,,,-19112.0,2293.0,-21406.0,TIME_STOP,False,2875,16875
TECHM/PERSISTENT,PAIRS,2025-11-04,2025-11-10,6,BUY_A,-2.214,-2.016,,,-14245.0,1709.0,-15954.0,TIME_STOP,False,1500,250
SBIN/BANKBARODA,PAIRS,2025-11-07,2025-11-10,3,BUY_A,-1.826,-1.722,,,19850.0,2382.0,17468.0,INTRADAY,True,1875,7312
OBEROIRLTY_CAL,CALENDAR,2025-11-10,2025-11-11,1,SELL_NEAR,3.619,2.394,16.1,-1.4,12250.0,1470.0,10780.0,INTRADAY,True,700,700
SUNPHARMA/SYNGENE,PAIRS,2025-11-06,2025-11-11,5,SELL_A,2.345,1.377,,,33688.0,4042.0,29645.0,PROFIT,True,875,2500
LTIM/OFSS,PAIRS,2025-11-06,2025-11-11,5,SELL_A,2.27,2.085,,,-19610.0,2353.0,-21963.0,TIME_STOP,False,375,187
CHOLAFIN/SBICARD,PAIRS,2025-11-10,2025-11-11,1,SELL_A,2.904,2.628,,,58274.0,6993.0,51281.0,INTRADAY,True,1562,2000
SBIN/BANKBARODA,PAIRS,2025-11-10,2025-11-11,1,BUY_A,-1.722,-1.26,,,17558.0,2107.0,15451.0,PROFIT,True,1875,7312
DRREDDY/LUPIN,PAIRS,2025-11-10,2025-11-11,1,BUY_A,-2.304,-1.605,,,37594.0,4511.0,33083.0,INTRADAY,True,1562,1062
OBEROIRLTY_CAL,CALENDAR,2025-11-11,2025-11-12,1,SELL_NEAR,2.394,1.914,10.4,-13.85,16975.0,2037.0,14938.0,INTRADAY,True,700,700
TATAPOWER/PFC,PAIRS,2025-11-07,2025-11-12,5,SELL_A,2.276,1.887,,,11072.0,1329.0,9743.0,INTRADAY,True,3625,3250
HEROMOTOCO/BHARATFORG,PAIRS,2025-11-11,2025-11-12,1,BUY_A,-2.505,-1.773,,,70818.0,8498.0,62320.0,INTRADAY,True,375,1250
TECHM/LTIM,PAIRS,2025-11-11,2025-11-12,1,BUY_A,-1.881,-1.755,,,38062.0,4568.0,33495.0,INTRADAY,True,1500,375
CHOLAFIN/SBICARD,PAIRS,2025-11-11,2025-11-13,2,SELL_A,2.628,1.661,,,82598.0,9912.0,72687.0,INTRADAY,True,1562,2000
VEDL/NATIONALUM,PAIRS,2025-11-11,2025-11-13,2,BUY_A,-1.888,-1.619,,,27032.0,3244.0,23788.0,INTRADAY,True,5750,9375
TECHM/LTIM,PAIRS,2025-11-12,2025-11-13,1,BUY_A,-1.755,-1.676,,,12262.0,1472.0,10791.0,INTRADAY,True,1500,375
BANKBARODA/BANDHANBNK,PAIRS,2025-11-11,2025-11-17,6,SELL_A,2.271,1.794,,,16865.0,2024.0,14841.0,TIME_STOP,True,7312,9000
HUDCO/ADANIENSOL,PAIRS,2025-11-12,2025-11-17,5,BUY_A,-2.328,-1.374,,,48477.0,5817.0,42660.0,PROFIT,True,6937,1687
NTPC/PFC,PAIRS,2025-11-12,2025-11-17,5,SELL_A,2.138,2.102,,,2920.0,350.0,2569.0,INTRADAY,True,3750,3250
DRREDDY/ZYDUSLIFE,PAIRS,2025-11-13,2025-11-18,5,SELL_A,2.409,2.909,,,-48210.0,5785.0,-53995.0,TIME_STOP,False,1562,2250
NTPC/PFC,PAIRS,2025-11-17,2025-11-18,1,SELL_A,2.102,1.969,,,10817.0,1298.0,9519.0,INTRADAY,True,3750,3250
NTPC/PFC,PAIRS,2025-11-18,2025-11-19,1,SELL_A,1.969,1.64,,,13448.0,1614.0,11834.0,INTRADAY,True,3750,3250
VEDL/NATIONALUM,PAIRS,2025-11-18,2025-11-19,1,BUY_A,-1.929,-1.688,,,26892.0,3227.0,23665.0,INTRADAY,True,5750,9375
TATAPOWER/HUDCO,PAIRS,2025-11-17,2025-11-20,3,BUY_A,-2.184,-1.994,,,4144.0,497.0,3647.0,INTRADAY,True,3625,6937
NHPC/ADANIENSOL,PAIRS,2025-11-17,2025-11-20,3,BUY_A,-2.23,-1.678,,,41524.0,4983.0,36541.0,INTRADAY,True,16000,1687
TECHM/LTIM,PAIRS,2025-11-19,2025-11-20,1,BUY_A,-1.918,-1.76,,,27750.0,3330.0,24420.0,INTRADAY,True,1500,375
VEDL/NATIONALUM,PAIRS,2025-11-20,2025-11-21,1,BUY_A,-1.964,-1.936,,,43925.0,5271.0,38654.0,INTRADAY,True,5750,9375
TATAPOWER/HUDCO,PAIRS,2025-11-20,2025-11-21,1,BUY_A,-1.994,-1.021,,,44492.0,5339.0,39153.0,PROFIT,True,3625,6937
SUNPHARMA/SYNGENE,PAIRS,2025-11-19,2025-11-24,5,SELL_A,2.552,1.857,,,17338.0,2080.0,15257.0,TIME_STOP,True,875,2500
LTIM/OFSS,PAIRS,2025-11-20,2025-11-25,5,SELL_A,2.034,1.691,,,25046.0,3005.0,22040.0,INTRADAY,True,375,187
NTPC/PFC,PAIRS,2025-11-20,2025-11-25,5,SELL_A,1.8,2.608,,,-29874.0,3585.0,-33458.0,TIME_STOP,False,3750,3250
VEDL/NATIONALUM,PAIRS,2025-11-21,2025-11-25,4,BUY_A,-1.936,-1.783,,,17676.0,2121.0,15555.0,INTRADAY,True,5750,9375
ABB/CUMMINSIND,PAIRS,2025-02-12,2025-11-26,287,BUY_A,-1.859,-7.249,,,-643797.0,77256.0,-721052.0,LOT_CHANGE,False,297,356
POWERGRID/PFC,PAIRS,2025-11-25,2025-11-26,1,SELL_A,2.45,2.166,,,23625.0,2835.0,20790.0,INTRADAY,True,4750,3250
BANKBARODA/FEDERALBNK,PAIRS,2025-11-25,2025-12-01,6,BUY_A,-2.24,-1.614,,,48983.0,5878.0,43105.0,INTRADAY,True,7312,12500
TATAPOWER/PFC,PAIRS,2025-11-26,2025-12-01,5,SELL_A,2.117,1.8,,,15065.0,1808.0,13257.0,INTRADAY,True,3625,3250
TECHM/OFSS,PAIRS,2025-11-26,2025-12-01,5,SELL_A,2.238,2.22,,,-16369.0,1964.0,-18333.0,TIME_STOP,False,1500,187
NTPC/NHPC,PAIRS,2025-11-26,2025-12-01,5,SELL_A,2.016,2.007,,,-5418.0,650.0,-6068.0,TIME_STOP,False,3750,16000
SBIN/BANKBARODA,PAIRS,2025-12-02,2025-12-03,1,BUY_A,-2.177,-1.15,,,41920.0,5030.0,36890.0,PROFIT,True,1875,7312
NTPC/PFC,PAIRS,2025-12-02,2025-12-03,1,SELL_A,2.292,2.236,,,15127.0,1815.0,13312.0,INTRADAY,True,3750,3250
VEDL/SAIL,PAIRS,2025-12-02,2025-12-05,3,SELL_A,2.666,1.723,,,55242.0,6629.0,48613.0,INTRADAY,True,2875,11750
LTIM/PERSISTENT,PAIRS,2025-12-02,2025-12-08,6,SELL_A,2.06,3.086,,,-55458.0,6655.0,-62113.0,TIME_STOP,False,375,250
NTPC/PFC,PAIRS,2025-12-03,2025-12-08,5,SELL_A,2.236,2.294,,,-14958.0,1795.0,-16753.0,TIME_STOP,False,3750,3250
SBIN/FEDERALBNK,PAIRS,2025-12-03,2025-12-08,5,BUY_A,-2.629,-1.982,,,74000.0,8880.0,65120.0,INTRADAY,True,3750,12500
DRREDDY/ZYDUSLIFE,PAIRS,2025-12-03,2025-12-08,5,SELL_A,2.154,1.953,,,9597.0,1152.0,8445.0,INTRADAY,True,1562,2250
HAVELLS/CROMPTON,PAIRS,2025-12-03,2025-12-08,5,SELL_A,2.11,1.836,,,23888.0,2866.0,21021.0,INTRADAY,True,1250,4500
MPHASIS/OFSS,PAIRS,2025-12-04,2025-12-09,5,SELL_A,1.986,1.701,,,14080.0,1690.0,12390.0,INTRADAY,True,687,187
VEDL/NATIONALUM,PAIRS,2025-12-05,2025-12-09,4,BUY_A,-2.389,-1.783,,,63752.0,7650.0,56101.0,INTRADAY,True,5750,9375
POWERGRID/PFC,PAIRS,2025-12-08,2025-12-09,1,SELL_A,2.106,1.861,,,10867.0,1304.0,9563.0,INTRADAY,True,4750,3250
HAVELLS/CROMPTON,PAIRS,2025-12-09,2025-12-10,1,SELL_A,2.382,1.401,,,22800.0,2736.0,20064.0,PROFIT,True,1250,4500
JSWSTEEL/HINDALCO,PAIRS,2025-12-08,2025-12-15,7,BUY_A,-2.733,-2.656,,,-55436.0,6652.0,-62088.0,TIME_STOP,False,1687,1750
PNB/IDFCFIRSTB,PAIRS,2025-12-08,2025-12-15,7,BUY_A,-2.224,-2.91,,,-55338.0,6641.0,-61979.0,TIME_STOP,False,20000,23187
HUDCO/ADANIENSOL,PAIRS,2025-12-08,2025-12-15,7,BUY_A,-1.953,-2.401,,,-80282.0,9634.0,-89916.0,TIME_STOP,False,6937,1687
VEDL/SAIL,PAIRS,2025-12-10,2025-12-15,5,SELL_A,2.181,2.175,,,-27315.0,3278.0,-30593.0,TIME_STOP,False,2875,11750
TECHM/OFSS,PAIRS,2025-12-10,2025-12-15,5,SELL_A,2.217,1.998,,,-15374.0,1845.0,-17218.0,TIME_STOP,False,1500,187
LTIM/PERSISTENT,PAIRS,2025-12-15,2025-12-16,1,SELL_A,2.191,1.743,,,27447.0,3294.0,24154.0,INTRADAY,True,375,250
HAVELLS/CROMPTON,PAIRS,2025-12-15,2025-12-16,1,SELL_A,1.861,1.79,,,7375.0,885.0,6490.0,INTRADAY,True,1250,4500
TATAPOWER/HUDCO,PAIRS,2025-12-17,2025-12-18,1,SELL_A,2.01,1.798,,,15557.0,1867.0,13690.0,INTRADAY,True,3625,6937
LTIM/PERSISTENT,PAIRS,2025-12-17,2025-12-18,1,SELL_A,1.877,1.637,,,23677.0,2841.0,20836.0,INTRADAY,True,375,250
NTPC/PFC,PAIRS,2025-12-15,2025-12-19,4,SELL_A,2.194,1.644,,,13615.0,1634.0,11981.0,INTRADAY,True,3750,3250
VEDL/NMDC,PAIRS,2025-12-16,2025-12-22,6,SELL_A,2.07,1.981,,,-23232.0,2788.0,-26020.0,TIME_STOP,False,2875,16875
SUNPHARMA/LUPIN,PAIRS,2025-12-18,2025-12-23,5,BUY_A,-2.728,-2.047,,,28600.0,3432.0,25168.0,INTRADAY,True,875,1062
INFY/MPHASIS,PAIRS,2025-12-22,2025-12-23,1,SELL_A,2.427,1.133,,,55405.0,6649.0,48756.0,PROFIT,True,1000,687
INFY/TECHM,PAIRS,2025-12-23,2025-12-24,1,BUY_A,-1.851,-1.798,,,14325.0,1719.0,12606.0,INTRADAY,True,1000,1500
GAIL/PETRONET,PAIRS,2025-12-24,2025-12-26,2,BUY_A,-1.851,-1.786,,,6631.0,796.0,5835.0,INTRADAY,True,7875,4500
IREDA/IRFC,PAIRS,2025-12-22,2025-12-29,7,BUY_A,-2.317,-3.059,,,-74926.0,8991.0,-83917.0,TIME_STOP,False,8625,10625
NMDC/JINDALSTEL,PAIRS,2025-12-22,2025-12-29,7,SELL_A,2.016,2.262,,,-56427.0,6771.0,-63198.0,TIME_STOP,False,16875,1562
SUNPHARMA/LUPIN,PAIRS,2025-12-23,2025-12-29,6,BUY_A,-2.047,-1.838,,,2764.0,332.0,2433.0,INTRADAY,True,875,1062
LODHA/IRCTC,PAIRS,2025-12-26,2025-12-30,4,BUY_A,-2.788,-1.765,,,42551.0,5106.0,37445.0,INTRADAY,True,1125,2187
SAIL_CAL,CALENDAR,2025-12-30,2025-12-31,1,SELL_NEAR,2.773,1.049,-0.35,-3.4,28670.0,3440.0,25230.0,INTRADAY,True,9400,9400
INFY/MPHASIS,PAIRS,2025-12-26,2025-12-31,5,SELL_A,2.218,1.851,,,10892.0,1307.0,9585.0,INTRADAY,True,1000,687
NTPC/POWERGRID,PAIRS,2025-12-29,2025-12-31,2,SELL_A,2.187,2.055,,,10231.0,1228.0,9004.0,INTRADAY,True,3750,4750
ITC_CAL,CALENDAR,2025-12-30,2026-01-01,2,SELL_NEAR,5.935,2.98,1.65,-23.25,79680.0,9562.0,70118.0,INTRADAY,True,3200,3200
HINDALCO/NATIONALUM,PAIRS,2025-12-30,2026-01-01,2,BUY_A,-1.965,-1.585,,,56191.0,6743.0,49448.0,INTRADAY,True,3500,9375
LUPIN/AUROPHARMA,PAIRS,2025-12-31,2026-01-01,1,SELL_A,1.954,1.409,,,17530.0,2104.0,15426.0,PROFIT,True,1062,1375
ITC_CAL,CALENDAR,2026-01-01,2026-01-02,1,SELL_NEAR,2.98,1.715,1.4,-8.28,30960.0,3715.0,27245.0,INTRADAY,True,3200,3200
SAIL_CAL,CALENDAR,2026-01-02,2026-01-05,3,SELL_NEAR,3.857,1.657,0.07,-2.67,25709.0,3085.0,22624.0,INTRADAY,True,9400,9400
NTPC/POWERGRID,PAIRS,2025-12-31,2026-01-05,5,SELL_A,2.055,2.835,,,-39350.0,4722.0,-44072.0,TIME_STOP,False,3750,4750
HAVELLS/CROMPTON,PAIRS,2025-12-31,2026-01-05,5,SELL_A,1.864,1.605,,,12850.0,1542.0,11308.0,INTRADAY,True,1250,4500
SBIN/BANKBARODA,PAIRS,2026-01-01,2026-01-05,4,BUY_A,-2.239,-2.176,,,11768.0,1412.0,10356.0,INTRADAY,True,1875,7312
MPHASIS/COFORGE,PAIRS,2026-01-01,2026-01-05,4,SELL_A,2.13,2.03,,,24715.0,2966.0,21749.0,INTRADAY,True,687,937
SBIN/BANKBARODA,PAIRS,2026-01-05,2026-01-06,1,BUY_A,-2.176,-0.882,,,38193.0,4583.0,33610.0,PROFIT,True,1875,7312
TATASTEEL/JINDALSTEL,PAIRS,2026-01-05,2026-01-06,1,SELL_A,1.732,1.723,,,16757.0,2011.0,14747.0,INTRADAY,True,13750,1562
SAIL_CAL,CALENDAR,2026-01-06,2026-01-07,1,SELL_NEAR,3.087,5.067,0.05,-0.63,6392.0,767.0,5625.0,INTRADAY,True,9400,9400
COLPAL/JUBLFOOD,PAIRS,2026-01-05,2026-01-07,2,SELL_A,2.734,2.072,,,45635.0,5476.0,40159.0,INTRADAY,True,562,3125
MPHASIS/COFORGE,PAIRS,2026-01-05,2026-01-07,2,SELL_A,2.03,1.871,,,25886.0,3106.0,22779.0,INTRADAY,True,687,937
TATASTEEL/JINDALSTEL,PAIRS,2026-01-06,2026-01-07,1,SELL_A,1.723,1.339,,,21647.0,2598.0,19049.0,PROFIT,True,13750,1562
SAIL_CAL,CALENDAR,2026-01-07,2026-01-08,1,SELL_NEAR,5.067,2.204,1.57,-3.36,46295.0,5555.0,40740.0,INTRADAY,True,9400,9400
HAVELLS/CROMPTON,PAIRS,2026-01-06,2026-01-08,2,SELL_A,3.196,2.368,,,44650.0,5358.0,39292.0,INTRADAY,True,1250,4500
SBIN/BANKBARODA,PAIRS,2026-01-07,2026-01-08,1,BUY_A,-2.268,-0.763,,,46458.0,5575.0,40883.0,PROFIT,True,1875,7312
SAIL_CAL,CALENDAR,2026-01-08,2026-01-09,1,SELL_NEAR,2.204,2.042,0.39,-1.55,18283.0,2194.0,16089.0,INTRADAY,True,9400,9400
HAVELLS/CROMPTON,PAIRS,2026-01-08,2026-01-09,1,SELL_A,2.368,2.345,,,13475.0,1617.0,11858.0,INTRADAY,True,1250,4500
TATASTEEL/JINDALSTEL,PAIRS,2026-01-08,2026-01-09,1,SELL_A,1.942,1.661,,,30753.0,3690.0,27062.0,INTRADAY,True,13750,1562
SAIL_CAL,CALENDAR,2026-01-09,2026-01-12,3,SELL_NEAR,2.042,2.677,0.4,-1.83,20962.0,2515.0,18447.0,INTRADAY,True,9400,9400
VEDL/NATIONALUM,PAIRS,2026-01-05,2026-01-12,7,BUY_A,-2.025,-2.161,,,-111018.0,13322.0,-124340.0,TIME_STOP,False,5750,9375
POWERGRID/NHPC,PAIRS,2026-01-06,2026-01-12,6,BUY_A,-1.991,-2.45,,,-39352.0,4722.0,-44075.0,TIME_STOP,False,4750,16000
SUNPHARMA/LUPIN,PAIRS,2026-01-06,2026-01-12,6,BUY_A,-2.228,-2.449,,,-55327.0,6639.0,-61966.0,TIME_STOP,False,875,1062
HAVELLS/CROMPTON,PAIRS,2026-01-09,2026-01-12,3,SELL_A,2.345,1.837,,,28188.0,3382.0,24805.0,INTRADAY,True,1250,4500
SAIL_CAL,CALENDAR,2026-01-12,2026-01-13,1,SELL_NEAR,2.677,1.125,0.9,-1.11,18894.0,2267.0,16627.0,INTRADAY,True,9400,9400
OBEROIRLTY_CAL,CALENDAR,2026-01-12,2026-01-13,1,SELL_NEAR,2.11,1.88,15.9,-8.45,17045.0,2045.0,15000.0,INTRADAY,True,700,700
ULTRACEMCO/AMBUJACEM,PAIRS,2026-01-08,2026-01-13,5,SELL_A,2.54,2.815,,,-17862.0,2143.0,-20006.0,TIME_STOP,False,125,2250
COLPAL/JUBLFOOD,PAIRS,2026-01-08,2026-01-13,5,SELL_A,2.382,2.454,,,-31139.0,3737.0,-34876.0,TIME_STOP,False,562,3125
TATASTEEL/JINDALSTEL,PAIRS,2026-01-12,2026-01-13,1,SELL_A,2.13,2.126,,,16449.0,1974.0,14475.0,INTRADAY,True,13750,1562
HAVELLS/CROMPTON,PAIRS,2026-01-12,2026-01-13,1,SELL_A,1.837,1.082,,,28600.0,3432.0,25168.0,PROFIT,True,1250,4500
TATAPOWER/ADANIGREEN,PAIRS,2026-01-12,2026-01-13,1,SELL_A,2.169,2.067,,,17300.0,2076.0,15224.0,INTRADAY,True,3625,1500
TATAPOWER/ADANIGREEN,PAIRS,2026-01-13,2026-01-14,1,SELL_A,2.067,1.949,,,10975.0,1317.0,9658.0,INTRADAY,True,3625,1500
OBEROIRLTY_CAL,CALENDAR,2026-01-14,2026-01-16,2,SELL_NEAR,2.229,1.965,18.6,-4.65,16275.0,1953.0,14322.0,INTRADAY,True,700,700
HINDALCO/NATIONALUM,PAIRS,2026-01-13,2026-01-16,3,BUY_A,-2.032,-2.022,,,18556.0,2227.0,16330.0,INTRADAY,True,3500,9375
INDUSINDBK/UNIONBANK,PAIRS,2026-01-14,2026-01-16,2,BUY_A,-2.957,-1.607,,,64153.0,7698.0,56454.0,INTRADAY,True,1750,11062
AMBUJACEM/DALBHARAT,PAIRS,2026-01-14,2026-01-16,2,BUY_A,-2.48,-1.913,,,34591.0,4151.0,30440.0,INTRADAY,True,2250,812
BANKBARODA/IDFCFIRSTB,PAIRS,2026-01-14,2026-01-16,2,SELL_A,2.219,1.761,,,24707.0,2965.0,21742.0,INTRADAY,True,7312,23187
LUPIN/AUROPHARMA,PAIRS,2026-01-12,2026-01-19,7,SELL_A,3.255,2.245,,,9272.0,1113.0,8159.0,TIME_STOP,True,1062,1375
NTPC/POWERGRID,PAIRS,2026-01-12,2026-01-19,7,SELL_A,2.286,2.25,,,-26950.0,3234.0,-30184.0,TIME_STOP,False,3750,4750
TATASTEEL/JINDALSTEL,PAIRS,2026-01-13,2026-01-19,6,SELL_A,2.126,1.967,,,-17983.0,2158.0,-20141.0,TIME_STOP,False,13750,1562
OBEROIRLTY_CAL,CALENDAR,2026-01-19,2026-01-20,1,SELL_NEAR,2.096,1.4,20.1,-45.25,45745.0,5489.0,40256.0,INTRADAY,True,700,700
HINDALCO/NATIONALUM,PAIRS,2026-01-16,2026-01-20,4,BUY_A,-2.022,-1.814,,,50997.0,6120.0,44877.0,INTRADAY,True,3500,9375
HAVELLS/CROMPTON,PAIRS,2026-01-19,2026-01-20,1,SELL_A,2.372,0.137,,,89150.0,10698.0,78452.0,PROFIT,True,1250,4500
BANKBARODA/BANKINDIA,PAIRS,2026-01-19,2026-01-20,1,BUY_A,-2.44,-2.087,,,46077.0,5529.0,40548.0,INTRADAY,True,7312,13000
INFY/TECHM,PAIRS,2026-01-19,2026-01-21,2,BUY_A,-2.751,-2.061,,,51725.0,6207.0,45518.0,INTRADAY,True,1000,1500
PNB/RBLBANK,PAIRS,2026-01-19,2026-01-21,2,SELL_A,2.636,1.843,,,77921.0,9351.0,68571.0,INTRADAY,True,20000,7937
TATAPOWER/ADANIGREEN,PAIRS,2026-01-19,2026-01-21,2,SELL_A,2.129,2.045,,,12847.0,1542.0,11305.0,INTRADAY,True,3625,1500
INDUSINDBK/UNIONBANK,PAIRS,2026-01-20,2026-01-21,1,BUY_A,-2.982,-2.008,,,61042.0,7325.0,53717.0,INTRADAY,True,1750,11062
BANKBARODA/BANKINDIA,PAIRS,2026-01-20,2026-01-21,1,BUY_A,-2.087,-1.888,,,37318.0,4478.0,32840.0,INTRADAY,True,7312,13000
AMBUJACEM/DALBHARAT,PAIRS,2026-01-20,2026-01-22,2,BUY_A,-2.898,-1.457,,,50458.0,6055.0,44403.0,PROFIT,True,2250,812
INFY/LTIM,PAIRS,2026-01-21,2026-01-22,1,SELL_A,2.807,2.266,,,46188.0,5542.0,40645.0,INTRADAY,True,1000,375
