Pair,SymA,SymB,Days,ADF_p,Coint_p,Hurst,HalfLife,Corr,R2,Z_30d,Passes,Sector
IDFCFIRSTB/RBLBANK,IDFCFIRSTB,RBLBANK,501,0.6185,0.254,0.9865,70.3,0.582,0.717,-1.08,False,BANKING
IDFCFIRSTB/INDIANB,IDFCFIRSTB,INDIANB,300,0.7337,0.1967,1.0383,36.1,0.491,0.845,-1.52,False,BANKING
IDFCFIRSTB/YESBANK,IDFCFIRSTB,YESBANK,300,0.2025,0.2492,1.0337,19.9,0.465,0.656,0.35,False,BANKING
IDFCFIRSTB/BANKINDIA,IDFCFIRSTB,BANKINDIA,300,0.0974,0.1609,1.0247,17.7,0.474,0.813,-1.37,False,BANKING
IDFCFIRSTB/UNIONBANK,IDFCFIRSTB,UNIONBANK,300,0.1009,0.2706,1.026,14.0,0.496,0.785,-1.09,False,BANKING
CANBK/BANDHANBNK,CANBK,BANDHANBNK,251,0.8112,0.9489,1.0124,158.6,0.456,0.011,-2.2,False,BANKING
CANBK/AUBANK,CANBK,AUBANK,251,0.0245,0.087,1.0013,8.9,0.277,0.924,-1.22,False,BANKING
CANBK/RBLBANK,CANBK,RBLBANK,251,0.2267,0.5329,1.0065,18.2,0.36,0.823,-1.37,False,BANKING
CANBK/INDIANB,CANBK,INDIANB,251,0.2061,0.5203,1.0263,16.3,0.623,0.914,-1.74,False,BANKING
CANBK/YESBANK,CANBK,YESBANK,251,0.7681,0.583,1.0105,76.3,0.552,0.747,-0.2,False,BANKING
CANBK/BANKINDIA,CANBK,BANKINDIA,251,0.5513,0.8483,1.029,38.6,0.737,0.899,-1.65,False,BANKING
CANBK/UNIONBANK,CANBK,UNIONBANK,251,0.6885,0.7701,1.0239,63.9,0.734,0.784,-1.36,False,BANKING
BANDHANBNK/AUBANK,BANDHANBNK,AUBANK,501,0.747,0.457,0.9876,100.9,0.391,0.064,2.24,False,BANKING
BANDHANBNK/RBLBANK,BANDHANBNK,RBLBANK,501,0.8519,0.5402,0.9986,143.4,0.49,0.003,1.9,False,BANKING
BANDHANBNK/INDIANB,BANDHANBNK,INDIANB,300,0.8995,0.4236,0.9929,148.0,0.497,0.002,2.2,False,BANKING
BANDHANBNK/YESBANK,BANDHANBNK,YESBANK,300,0.4146,0.4423,1.0,35.4,0.459,0.038,2.08,False,BANKING
BANDHANBNK/BANKINDIA,BANDHANBNK,BANKINDIA,300,0.8619,0.4195,1.0005,149.0,0.564,0.004,1.16,False,BANKING
BANDHANBNK/UNIONBANK,BANDHANBNK,UNIONBANK,300,0.6483,0.4116,0.9829,58.0,0.517,0.028,1.39,False,BANKING
AUBANK/RBLBANK,AUBANK,RBLBANK,748,0.3421,0.7187,0.9972,62.0,0.339,0.456,-0.52,False,BANKING
AUBANK/INDIANB,AUBANK,INDIANB,300,0.1235,0.3386,1.0239,17.8,0.309,0.849,-1.15,False,BANKING
AUBANK/YESBANK,AUBANK,YESBANK,300,0.7804,0.5643,1.0309,88.3,0.26,0.569,0.91,False,BANKING
AUBANK/BANKINDIA,AUBANK,BANKINDIA,300,0.2156,0.2462,1.0225,24.2,0.329,0.835,-1.22,False,BANKING
AUBANK/UNIONBANK,AUBANK,UNIONBANK,300,0.2482,0.1179,1.015,25.1,0.277,0.82,-0.94,False,BANKING
RBLBANK/INDIANB,RBLBANK,INDIANB,300,0.1428,0.4317,0.9839,22.4,0.417,0.889,-0.65,False,BANKING
RBLBANK/YESBANK,RBLBANK,YESBANK,300,0.6463,0.388,1.0364,78.9,0.414,0.599,1.4,False,BANKING
RBLBANK/BANKINDIA,RBLBANK,BANKINDIA,300,0.4344,0.6446,0.9808,47.1,0.439,0.697,-0.82,False,BANKING
RBLBANK/UNIONBANK,RBLBANK,UNIONBANK,300,0.508,0.6916,1.0176,48.4,0.388,0.667,-0.6,False,BANKING
INDIANB/YESBANK,INDIANB,YESBANK,300,0.8982,0.6195,1.0432,161.6,0.499,0.675,1.21,False,BANKING
INDIANB/BANKINDIA,INDIANB,BANKINDIA,300,0.3379,0.4787,0.9999,29.8,0.708,0.889,-0.94,False,BANKING
INDIANB/UNIONBANK,INDIANB,UNIONBANK,300,0.5249,0.61,1.0165,44.4,0.653,0.747,-0.31,False,BANKING
YESBANK/BANKINDIA,YESBANK,BANKINDIA,300,0.7946,0.2698,1.0181,70.7,0.577,0.593,-1.22,False,BANKING
YESBANK/UNIONBANK,YESBANK,UNIONBANK,300,0.737,0.4193,1.0175,45.4,0.612,0.534,-1.11,False,BANKING
BANKINDIA/UNIONBANK,BANKINDIA,UNIONBANK,300,0.1762,0.3886,1.0379,19.2,0.751,0.851,0.63,False,BANKING
BAJFINANCE/BAJAJFINSV,BAJFINANCE,BAJAJFINSV,551,0.881,0.5405,1.0286,193.3,-0.19,0.304,0.24,False,NBFC
BAJFINANCE/CHOLAFIN,BAJFINANCE,CHOLAFIN,496,0.7698,0.5181,0.9942,147.9,0.189,0.281,0.07,False,NBFC
BAJFINANCE/SHRIRAMFIN,BAJFINANCE,SHRIRAMFIN,743,0.2739,0.7471,1.0267,59.8,0.092,0.182,-1.33,False,NBFC
BAJFINANCE/MUTHOOTFIN,BAJFINANCE,MUTHOOTFIN,497,0.6221,0.4605,1.0224,131.6,0.31,0.126,1.41,False,NBFC
BAJFINANCE/LTF,BAJFINANCE,LTF,743,0.7891,0.1486,1.0153,239.5,0.15,0.565,1.32,False,NBFC
BAJFINANCE/LICHSGFIN,BAJFINANCE,LICHSGFIN,727,0.7349,0.8797,1.0244,177.5,0.142,0.0,0.59,False,NBFC
BAJFINANCE/MANAPPURAM,BAJFINANCE,MANAPPURAM,551,0.8115,0.3627,1.0271,142.4,-0.52,0.516,0.12,False,NBFC
BAJFINANCE/PNBHOUSING,BAJFINANCE,PNBHOUSING,217,0.2231,0.2995,1.0026,28.5,0.067,0.222,1.01,False,NBFC
BAJFINANCE/MFSL,BAJFINANCE,MFSL,743,0.8798,0.2781,1.0339,426.0,0.044,0.508,-1.44,False,NBFC
BAJFINANCE/SBICARD,BAJFINANCE,SBICARD,743,0.8367,0.8553,0.9786,262.2,0.161,0.086,1.16,False,NBFC
BAJFINANCE/HDFCAMC,BAJFINANCE,HDFCAMC,743,0.7416,0.865,1.0258,251.2,0.089,0.1,-2.33,False,NBFC
BAJFINANCE/ICICIGI,BAJFINANCE,ICICIGI,743,0.7846,0.7821,1.0189,219.7,0.098,0.117,-0.36,False,NBFC
BAJFINANCE/ICICIPRULI,BAJFINANCE,ICICIPRULI,497,0.3929,0.6104,1.0264,70.8,0.245,0.112,1.47,False,NBFC
BAJFINANCE/SBILIFE,BAJFINANCE,SBILIFE,497,0.5734,0.6212,1.0315,75.6,0.342,0.089,1.15,False,NBFC
BAJFINANCE/HDFCLIFE,BAJFINANCE,HDFCLIFE,743,0.7775,0.6116,1.0262,195.7,0.049,0.27,1.97,False,NBFC
BAJFINANCE/JIOFIN,BAJFINANCE,JIOFIN,300,0.806,0.5538,1.0133,121.9,0.108,0.371,0.53,False,NBFC
BAJFINANCE/ANGELONE,BAJFINANCE,ANGELONE,300,0.7944,0.881,1.0364,112.8,0.08,0.001,-1.35,False,NBFC
BAJFINANCE/POLICYBZR,BAJFINANCE,POLICYBZR,251,0.658,0.5787,1.0007,69.9,0.042,0.273,1.09,False,NBFC
BAJAJFINSV/CHOLAFIN,BAJAJFINSV,CHOLAFIN,304,0.2709,0.4327,1.0281,26.7,0.713,0.727,-0.08,False,NBFC
BAJAJFINSV/SHRIRAMFIN,BAJAJFINSV,SHRIRAMFIN,551,0.3584,0.8274,1.025,49.7,0.423,0.0,-1.43,False,NBFC
BAJAJFINSV/MUTHOOTFIN,BAJAJFINSV,MUTHOOTFIN,497,0.6169,0.2097,1.0203,114.2,0.322,0.571,1.42,False,NBFC
BAJAJFINSV/LTF,BAJAJFINSV,LTF,551,0.442,0.2213,1.0031,65.9,0.603,0.766,1.25,False,NBFC
BAJAJFINSV/LICHSGFIN,BAJAJFINSV,LICHSGFIN,537,0.7074,0.894,1.0353,138.5,0.382,0.15,1.61,False,NBFC
BAJAJFINSV/MANAPPURAM,BAJAJFINSV,MANAPPURAM,552,0.4855,0.2112,1.0392,63.8,0.555,0.722,0.12,False,NBFC
BAJAJFINSV/MFSL,BAJAJFINSV,MFSL,551,0.7434,0.0284,1.0052,84.1,0.558,0.838,-1.51,False,NBFC
BAJAJFINSV/SBICARD,BAJAJFINSV,SBICARD,551,0.7671,0.8717,1.0057,100.8,0.453,0.027,1.17,False,NBFC
BAJAJFINSV/HDFCAMC,BAJAJFINSV,HDFCAMC,551,0.5826,0.8791,1.0059,102.1,0.037,0.138,-2.14,False,NBFC
BAJAJFINSV/ICICIGI,BAJAJFINSV,ICICIGI,551,0.4244,0.5749,1.0214,73.4,0.391,0.568,-0.51,False,NBFC
BAJAJFINSV/ICICIPRULI,BAJAJFINSV,ICICIPRULI,497,0.312,0.3357,1.0193,48.2,0.309,0.598,1.52,False,NBFC
BAJAJFINSV/SBILIFE,BAJAJFINSV,SBILIFE,497,0.2853,0.2208,1.0155,32.3,0.417,0.69,1.07,False,NBFC
BAJAJFINSV/HDFCLIFE,BAJAJFINSV,HDFCLIFE,551,0.0473,0.2948,1.0157,21.1,0.538,0.709,2.25,False,NBFC
CHOLAFIN/SHRIRAMFIN,CHOLAFIN,SHRIRAMFIN,496,0.6061,0.3734,1.0197,114.9,0.355,0.253,-1.06,False,NBFC
CHOLAFIN/MUTHOOTFIN,CHOLAFIN,MUTHOOTFIN,250,0.5521,0.6947,1.0288,39.2,0.433,0.29,1.67,False,NBFC
CHOLAFIN/LTF,CHOLAFIN,LTF,496,0.7885,0.24,1.0115,106.3,0.487,0.565,1.34,False,NBFC
CHOLAFIN/LICHSGFIN,CHOLAFIN,LICHSGFIN,495,0.8083,0.3225,1.0246,171.1,0.442,0.109,0.38,False,NBFC
CHOLAFIN/MANAPPURAM,CHOLAFIN,MANAPPURAM,304,0.3749,0.3531,0.9962,29.2,0.656,0.67,0.08,False,NBFC
CHOLAFIN/PNBHOUSING,CHOLAFIN,PNBHOUSING,217,0.6689,0.4435,0.9758,39.0,0.332,0.005,1.07,False,NBFC
CHOLAFIN/MFSL,CHOLAFIN,MFSL,496,0.3637,0.1395,1.0235,54.1,0.295,0.636,-1.4,False,NBFC
CHOLAFIN/SBICARD,CHOLAFIN,SBICARD,496,0.3798,0.597,0.982,40.3,0.457,0.543,1.22,False,NBFC
CHOLAFIN/HDFCAMC,CHOLAFIN,HDFCAMC,496,0.7855,0.6964,1.0297,111.5,0.26,0.018,-2.11,False,NBFC
CHOLAFIN/ICICIGI,CHOLAFIN,ICICIGI,496,0.4425,0.7808,0.9911,39.9,0.345,0.338,-0.4,False,NBFC
CHOLAFIN/ICICIPRULI,CHOLAFIN,ICICIPRULI,250,0.4123,0.4255,1.044,24.8,0.352,0.494,1.8,False,NBFC
CHOLAFIN/SBILIFE,CHOLAFIN,SBILIFE,250,0.4154,0.3158,1.042,23.2,0.431,0.481,1.28,False,NBFC
CHOLAFIN/HDFCLIFE,CHOLAFIN,HDFCLIFE,496,0.2022,0.466,1.0153,29.0,0.344,0.581,1.81,False,NBFC
CHOLAFIN/JIOFIN,CHOLAFIN,JIOFIN,300,0.3608,0.5367,1.0322,44.5,0.433,0.025,0.59,False,NBFC
CHOLAFIN/ANGELONE,CHOLAFIN,ANGELONE,300,0.1687,0.5679,1.0381,26.4,0.342,0.0,-1.27,False,NBFC
CHOLAFIN/POLICYBZR,CHOLAFIN,POLICYBZR,251,0.2691,0.4535,0.9972,17.0,0.319,0.13,1.01,False,NBFC
SHRIRAMFIN/MUTHOOTFIN,SHRIRAMFIN,MUTHOOTFIN,497,0.9323,0.9781,1.0134,338.3,0.217,0.289,-0.43,False,NBFC
SHRIRAMFIN/LTF,SHRIRAMFIN,LTF,743,0.6757,0.7,1.0191,150.8,0.362,0.081,1.73,False,NBFC
SHRIRAMFIN/LICHSGFIN,SHRIRAMFIN,LICHSGFIN,727,0.588,0.8069,1.036,123.4,0.338,0.145,1.74,False,NBFC
SHRIRAMFIN/MANAPPURAM,SHRIRAMFIN,MANAPPURAM,551,0.7071,0.722,1.0293,98.8,0.495,0.003,1.02,False,NBFC
SHRIRAMFIN/PNBHOUSING,SHRIRAMFIN,PNBHOUSING,217,0.9911,0.9927,1.0293,DIV,0.396,0.01,1.24,False,NBFC
SHRIRAMFIN/MFSL,SHRIRAMFIN,MFSL,743,0.7408,0.6497,1.0135,193.1,0.182,0.156,0.33,False,NBFC
SHRIRAMFIN/SBICARD,SHRIRAMFIN,SBICARD,743,0.6486,0.103,1.0123,156.4,0.2,0.493,1.42,False,NBFC
SHRIRAMFIN/HDFCAMC,SHRIRAMFIN,HDFCAMC,743,0.6175,0.8125,1.0272,148.0,0.191,0.006,-0.93,False,NBFC
SHRIRAMFIN/ICICIGI,SHRIRAMFIN,ICICIGI,743,0.6892,0.831,0.9914,166.1,0.182,0.003,0.86,False,NBFC
SHRIRAMFIN/ICICIPRULI,SHRIRAMFIN,ICICIPRULI,497,0.653,0.7043,1.0214,60.5,0.184,0.559,-0.39,False,NBFC
SHRIRAMFIN/SBILIFE,SHRIRAMFIN,SBILIFE,497,0.5782,0.6835,0.9992,53.7,0.136,0.572,-0.43,False,NBFC
SHRIRAMFIN/HDFCLIFE,SHRIRAMFIN,HDFCLIFE,743,0.6215,0.6994,1.0228,136.8,0.18,0.072,2.36,False,NBFC
SHRIRAMFIN/JIOFIN,SHRIRAMFIN,JIOFIN,300,0.0383,0.1518,1.057,18.5,0.254,0.116,0.89,False,NBFC
SHRIRAMFIN/ANGELONE,SHRIRAMFIN,ANGELONE,300,0.0147,0.0736,1.0295,15.2,0.209,0.295,-0.99,False,NBFC
SHRIRAMFIN/POLICYBZR,SHRIRAMFIN,POLICYBZR,251,0.9982,1.0,1.0454,DIV,0.384,0.006,1.58,False,NBFC
MUTHOOTFIN/LTF,MUTHOOTFIN,LTF,497,0.9404,0.9865,1.0254,707.3,0.372,0.424,-0.08,False,NBFC
MUTHOOTFIN/LICHSGFIN,MUTHOOTFIN,LICHSGFIN,482,0.9243,0.9839,1.0413,287.1,0.401,0.565,1.91,False,NBFC
MUTHOOTFIN/MANAPPURAM,MUTHOOTFIN,MANAPPURAM,497,0.4533,0.8274,1.033,53.1,0.482,0.641,-0.04,False,NBFC
MUTHOOTFIN/MFSL,MUTHOOTFIN,MFSL,497,0.6043,0.7652,1.0317,50.4,0.284,0.768,-0.58,False,NBFC
MUTHOOTFIN/SBICARD,MUTHOOTFIN,SBICARD,497,0.7808,0.91,0.9962,220.7,0.207,0.175,-1.54,False,NBFC
MUTHOOTFIN/HDFCAMC,MUTHOOTFIN,HDFCAMC,497,0.6979,0.8548,0.9936,69.0,0.378,0.809,1.48,False,NBFC
MUTHOOTFIN/ICICIGI,MUTHOOTFIN,ICICIGI,497,0.6089,0.7762,0.9914,55.4,0.321,0.841,1.5,False,NBFC
MUTHOOTFIN/ICICIPRULI,MUTHOOTFIN,ICICIPRULI,497,0.9805,0.9811,1.0229,DIV,0.39,0.717,1.27,False,NBFC
MUTHOOTFIN/SBILIFE,MUTHOOTFIN,SBILIFE,497,0.9359,0.9647,1.0105,647.9,0.349,0.588,0.17,False,NBFC
MUTHOOTFIN/HDFCLIFE,MUTHOOTFIN,HDFCLIFE,497,0.9506,0.9679,0.9968,658.5,0.326,0.328,-0.77,False,NBFC
LTF/LICHSGFIN,LTF,LICHSGFIN,727,0.9965,0.9934,1.0223,DIV,0.542,0.137,-1.14,False,NBFC
LTF/MANAPPURAM,LTF,MANAPPURAM,551,0.0145,0.0198,1.0191,17.4,0.744,0.907,-1.22,False,NBFC
LTF/PNBHOUSING,LTF,PNBHOUSING,217,0.8312,0.5324,0.9927,144.6,0.362,0.168,0.57,False,NBFC
LTF/MFSL,LTF,MFSL,748,0.2871,0.6784,1.0001,51.7,0.36,0.789,-1.66,False,NBFC
LTF/SBICARD,LTF,SBICARD,748,0.9726,0.9879,1.0088,DIV,0.398,0.098,0.7,False,NBFC
LTF/HDFCAMC,LTF,HDFCAMC,748,0.8624,0.9916,1.0114,237.1,0.263,0.226,-2.1,False,NBFC
LTF/ICICIGI,LTF,ICICIGI,748,0.9743,0.989,1.0069,405.0,0.322,0.456,-2.17,False,NBFC
LTF/ICICIPRULI,LTF,ICICIPRULI,497,0.4354,0.6475,1.0237,63.7,0.322,0.436,0.86,False,NBFC
LTF/SBILIFE,LTF,SBILIFE,497,0.2652,0.472,1.0345,37.2,0.284,0.682,0.11,False,NBFC
LTF/HDFCLIFE,LTF,HDFCLIFE,743,0.9513,0.9271,1.0156,2722.8,0.326,0.53,0.64,False,NBFC
LTF/JIOFIN,LTF,JIOFIN,300,0.9186,0.9332,1.0088,298.2,0.436,0.146,-0.44,False,NBFC
LTF/ANGELONE,LTF,ANGELONE,300,0.6953,0.9695,1.0298,117.1,0.446,0.0,-1.42,False,NBFC
LTF/POLICYBZR,LTF,POLICYBZR,251,0.9041,0.9398,0.9973,223.3,0.345,0.189,0.64,False,NBFC
LICHSGFIN/MANAPPURAM,LICHSGFIN,MANAPPURAM,537,0.7798,0.9179,1.0306,108.7,0.377,0.239,-0.89,False,NBFC
LICHSGFIN/PNBHOUSING,LICHSGFIN,PNBHOUSING,217,0.3254,0.6203,1.0223,22.6,0.474,0.431,0.92,False,NBFC
LICHSGFIN/MFSL,LICHSGFIN,MFSL,727,0.8491,0.6985,1.0092,277.9,0.38,0.153,-1.35,False,NBFC
LICHSGFIN/SBICARD,LICHSGFIN,SBICARD,727,0.5008,0.2557,1.0279,132.7,0.336,0.08,1.1,False,NBFC
LICHSGFIN/HDFCAMC,LICHSGFIN,HDFCAMC,727,0.1701,0.441,1.0044,49.6,0.331,0.477,-2.0,False,NBFC
LICHSGFIN/ICICIGI,LICHSGFIN,ICICIGI,727,0.3168,0.5639,1.0137,55.3,0.354,0.59,-0.88,False,NBFC
LICHSGFIN/ICICIPRULI,LICHSGFIN,ICICIPRULI,482,0.489,0.7017,1.0344,83.0,0.37,0.47,0.45,False,NBFC
LICHSGFIN/SBILIFE,LICHSGFIN,SBILIFE,482,0.453,0.5889,1.0373,68.9,0.392,0.644,-1.12,False,NBFC
LICHSGFIN/HDFCLIFE,LICHSGFIN,HDFCLIFE,727,0.4926,0.6434,1.0219,131.1,0.384,0.103,2.27,False,NBFC
LICHSGFIN/JIOFIN,LICHSGFIN,JIOFIN,299,0.6092,0.2592,1.0088,71.0,0.612,0.202,0.29,False,NBFC
LICHSGFIN/ANGELONE,LICHSGFIN,ANGELONE,299,0.3285,0.2876,1.0246,24.2,0.493,0.331,-1.44,False,NBFC
LICHSGFIN/POLICYBZR,LICHSGFIN,POLICYBZR,250,0.1307,0.4543,1.0229,14.4,0.406,0.161,1.13,False,NBFC
MANAPPURAM/MFSL,MANAPPURAM,MFSL,551,0.0607,0.2095,1.0378,25.2,0.673,0.823,-0.86,False,NBFC
MANAPPURAM/SBICARD,MANAPPURAM,SBICARD,551,0.9386,0.9561,1.0076,399.7,0.352,0.0,1.38,False,NBFC
MANAPPURAM/HDFCAMC,MANAPPURAM,HDFCAMC,551,0.8263,0.9641,1.0327,144.5,-0.109,0.115,-1.61,False,NBFC
MANAPPURAM/ICICIGI,MANAPPURAM,ICICIGI,551,0.6865,0.9204,1.0228,79.7,0.467,0.538,-0.37,False,NBFC
MANAPPURAM/ICICIPRULI,MANAPPURAM,ICICIPRULI,497,0.3013,0.5649,1.0345,41.5,0.301,0.482,0.76,False,NBFC
MANAPPURAM/SBILIFE,MANAPPURAM,SBILIFE,497,0.1298,0.2585,1.0378,28.0,0.287,0.673,0.08,False,NBFC
MANAPPURAM/HDFCLIFE,MANAPPURAM,HDFCLIFE,551,0.9048,0.9425,1.032,296.5,0.565,0.435,1.66,False,NBFC
PNBHOUSING/MFSL,PNBHOUSING,MFSL,217,0.678,0.4479,1.0183,58.8,0.255,0.078,-1.25,False,NBFC
PNBHOUSING/SBICARD,PNBHOUSING,SBICARD,217,0.1366,0.2776,1.0057,13.0,0.316,0.514,-0.2,False,NBFC
PNBHOUSING/HDFCAMC,PNBHOUSING,HDFCAMC,217,0.7233,0.7063,1.0189,54.3,0.02,0.001,-1.53,False,NBFC
PNBHOUSING/ICICIGI,PNBHOUSING,ICICIGI,217,0.594,0.7879,1.0006,30.1,0.283,0.044,-1.24,False,NBFC
PNBHOUSING/HDFCLIFE,PNBHOUSING,HDFCLIFE,217,0.3945,0.7275,0.995,33.0,0.317,0.003,-0.24,False,NBFC
PNBHOUSING/JIOFIN,PNBHOUSING,JIOFIN,217,0.5609,0.6465,1.0126,45.8,0.389,0.017,-1.25,False,NBFC
PNBHOUSING/ANGELONE,PNBHOUSING,ANGELONE,217,0.0312,0.4751,1.0309,18.8,0.318,0.265,-1.28,False,NBFC
PNBHOUSING/POLICYBZR,PNBHOUSING,POLICYBZR,217,0.4082,0.7152,0.9958,24.4,0.258,0.011,-0.07,False,NBFC
MFSL/SBICARD,MFSL,SBICARD,748,0.9097,0.9713,1.0294,1302.6,0.214,0.165,1.43,False,NBFC
MFSL/HDFCAMC,MFSL,HDFCAMC,748,0.8085,0.9872,1.0058,158.4,0.205,0.451,-1.82,False,NBFC
MFSL/ICICIGI,MFSL,ICICIGI,748,0.8336,0.9289,1.0164,222.8,0.313,0.615,0.9,False,NBFC
MFSL/ICICIPRULI,MFSL,ICICIPRULI,497,0.3046,0.5467,1.0279,38.1,0.481,0.768,1.64,False,NBFC
MFSL/SBILIFE,MFSL,SBILIFE,497,0.4819,0.633,1.0095,51.5,0.498,0.714,0.59,False,NBFC
MFSL/HDFCLIFE,MFSL,HDFCLIFE,743,0.9876,0.9385,1.005,DIV,0.526,0.766,2.34,False,NBFC
MFSL/JIOFIN,MFSL,JIOFIN,300,0.6105,0.7855,0.9905,62.8,0.382,0.324,0.96,False,NBFC
MFSL/ANGELONE,MFSL,ANGELONE,300,0.3824,0.9088,1.0212,43.8,0.358,0.039,-0.97,False,NBFC
MFSL/POLICYBZR,MFSL,POLICYBZR,251,0.9205,0.5423,0.9807,37.2,0.302,0.5,1.33,False,NBFC
SBICARD/HDFCAMC,SBICARD,HDFCAMC,748,0.4397,0.4436,1.0257,130.4,0.2,0.021,-1.66,False,NBFC
SBICARD/ICICIGI,SBICARD,ICICIGI,748,0.5275,0.4589,1.0057,154.8,0.284,0.009,-1.49,False,NBFC
SBICARD/ICICIPRULI,SBICARD,ICICIPRULI,497,0.546,0.5921,1.0254,105.6,0.217,0.097,1.58,False,NBFC
SBICARD/SBILIFE,SBICARD,SBILIFE,497,0.6651,0.3778,1.0047,112.9,0.165,0.146,1.29,False,NBFC
SBICARD/HDFCLIFE,SBICARD,HDFCLIFE,743,0.1574,0.3413,1.0324,52.4,0.256,0.24,-0.2,False,NBFC
SBICARD/JIOFIN,SBICARD,JIOFIN,300,0.2658,0.4441,1.0222,43.2,0.357,0.0,-1.34,False,NBFC
SBICARD/ANGELONE,SBICARD,ANGELONE,300,0.1725,0.4483,1.0393,28.6,0.36,0.0,-1.35,False,NBFC
SBICARD/POLICYBZR,SBICARD,POLICYBZR,251,0.1338,0.5554,1.0064,14.8,0.336,0.132,0.03,False,NBFC
HDFCAMC/ICICIGI,HDFCAMC,ICICIGI,748,0.3313,0.5115,0.9998,65.6,0.238,0.642,1.74,False,NBFC
HDFCAMC/ICICIPRULI,HDFCAMC,ICICIPRULI,497,0.6193,0.6336,1.0143,90.6,0.321,0.707,0.43,False,NBFC
HDFCAMC/SBILIFE,HDFCAMC,SBILIFE,497,0.5678,0.473,0.9895,102.9,0.391,0.761,-1.44,False,NBFC
HDFCAMC/HDFCLIFE,HDFCAMC,HDFCLIFE,743,0.4201,0.5621,0.9974,91.3,0.215,0.422,2.45,False,NBFC
HDFCAMC/JIOFIN,HDFCAMC,JIOFIN,300,0.6224,0.7867,0.9963,49.3,0.199,0.223,1.54,False,NBFC
HDFCAMC/ANGELONE,HDFCAMC,ANGELONE,300,0.7662,0.9172,1.0434,78.2,0.258,0.016,-0.27,False,NBFC
HDFCAMC/POLICYBZR,HDFCAMC,POLICYBZR,251,0.6645,0.8343,1.0006,48.5,0.143,0.096,1.65,False,NBFC
ICICIGI/ICICIPRULI,ICICIGI,ICICIPRULI,497,0.2935,0.3465,1.01,38.8,0.417,0.85,0.54,False,NBFC
ICICIGI/SBILIFE,ICICIGI,SBILIFE,497,0.6931,0.7065,0.9952,62.8,0.481,0.863,-2.7,False,NBFC
ICICIGI/HDFCLIFE,ICICIGI,HDFCLIFE,743,0.4754,0.6659,1.0167,91.6,0.409,0.56,2.72,False,NBFC
ICICIGI/JIOFIN,ICICIGI,JIOFIN,300,0.2385,0.0456,0.974,26.5,0.354,0.582,0.78,False,NBFC
ICICIGI/ANGELONE,ICICIGI,ANGELONE,300,0.0682,0.0665,1.0168,14.6,0.267,0.281,-1.05,False,NBFC
ICICIGI/POLICYBZR,ICICIGI,POLICYBZR,251,0.0149,0.0328,0.9994,7.1,0.311,0.555,1.42,False,NBFC
ICICIPRULI/SBILIFE,ICICIPRULI,SBILIFE,497,0.1871,0.3582,1.0205,35.3,0.507,0.787,-1.48,False,NBFC
ICICIPRULI/HDFCLIFE,ICICIPRULI,HDFCLIFE,497,0.4366,0.5043,1.0005,64.1,0.583,0.687,-1.47,False,NBFC
SBILIFE/HDFCLIFE,SBILIFE,HDFCLIFE,497,0.4985,0.7223,1.0017,58.2,0.606,0.603,-0.9,False,NBFC
HDFCLIFE/JIOFIN,HDFCLIFE,JIOFIN,300,0.2148,0.4935,1.0089,31.9,0.45,0.286,-0.7,False,NBFC
HDFCLIFE/ANGELONE,HDFCLIFE,ANGELONE,300,0.1405,0.766,1.0259,24.8,0.295,0.027,-1.77,False,NBFC
HDFCLIFE/POLICYBZR,HDFCLIFE,POLICYBZR,251,0.0001,0.0012,0.9552,4.5,0.359,0.678,0.2,False,NBFC
JIOFIN/ANGELONE,JIOFIN,ANGELONE,300,0.4562,0.7915,1.026,33.3,0.542,0.351,-1.07,False,NBFC
JIOFIN/POLICYBZR,JIOFIN,POLICYBZR,251,0.0515,0.0181,0.9603,11.1,0.29,0.664,0.7,False,NBFC
ANGELONE/POLICYBZR,ANGELONE,POLICYBZR,251,0.2286,0.5168,0.998,14.5,0.369,0.332,1.49,False,NBFC
TCS/INFY,TCS,INFY,496,0.7501,0.8966,1.0225,125.0,0.735,0.539,0.79,False,IT
TCS/HCLTECH,TCS,HCLTECH,743,0.6738,0.9588,1.025,219.2,0.687,0.304,-0.39,False,IT
TCS/WIPRO,TCS,WIPRO,497,0.4108,0.7078,1.0085,42.7,0.353,0.227,-1.25,False,IT
TCS/TECHM,TCS,TECHM,743,0.6641,0.9699,1.0131,178.0,0.625,0.124,-1.24,False,IT
TCS/LTIM,TCS,LTIM,743,0.67,0.9576,1.0258,131.7,0.606,0.172,0.04,False,IT
TCS/MPHASIS,TCS,MPHASIS,743,0.6247,0.9519,1.0049,125.7,0.582,0.177,-0.41,False,IT
TCS/COFORGE,TCS,COFORGE,501,0.7379,0.4541,1.0186,118.8,0.268,0.593,0.57,False,IT
TCS/PERSISTENT,TCS,PERSISTENT,501,0.4253,0.952,0.9995,61.6,0.327,0.0,0.32,False,IT
TCS/KPITTECH,TCS,KPITTECH,300,0.0769,0.1226,1.0008,13.3,0.39,0.659,0.78,False,IT
TCS/TATAELXSI,TCS,TATAELXSI,300,0.207,0.5949,1.0311,21.9,0.4,0.546,-1.1,False,IT
TCS/OFSS,TCS,OFSS,743,0.2024,0.8858,1.0218,145.0,0.443,0.301,-0.46,False,IT
INFY/HCLTECH,INFY,HCLTECH,496,0.1984,0.5036,1.0184,32.2,0.707,0.742,-1.41,False,IT
