symbol,expiry,entry_premium,exit_premium,pnl_pct,pnl_inr,lot,dte,spot
TECHM,2023-09-28,-11.403,-12.169,-0.7663,-6720.0,600,3,1461.5
TECHM,2024-01-25,-5.323,-9.702,-4.3791,-38400.0,600,5,1461.5
TECHM,2024-10-31,-0.896,-0.813,0.0826,844.0,600,3,1702.55
TECHM,2025-01-30,-0.602,-0.015,0.5866,5821.0,600,3,1653.9
TITAN,2024-02-29,-7.286,-7.028,0.2574,1759.0,175,3,3904.2
TITAN,2024-03-28,-4.893,-2.459,2.4346,16634.0,175,6,3904.2
TITAN,2024-04-25,-7.726,-8.509,-0.7825,-5346.0,175,3,3904.2
TITAN,2024-05-30,-12.53,-13.243,-0.7133,-4874.0,175,3,3904.2
TITAN,2024-06-27,-12.752,-13.566,-0.8145,-5565.0,175,3,3904.2
TITAN,2024-08-29,-6.857,-9.517,-2.66,-18174.0,175,3,3904.2
TITAN,2024-09-26,-2.203,-3.631,-1.4279,-9756.0,175,3,3904.2
TORNTPHARM,2024-08-29,-9.064,-6.514,2.5498,23500.0,250,3,3686.5
TORNTPHARM,2024-09-26,-6.091,-7.526,-1.435,-13225.0,250,3,3686.5
TVSMOTOR,2025-03-27,-0.538,-0.23,0.3078,2634.0,350,3,2444.7
TVSMOTOR,2026-01-27,-0.425,-0.157,0.2684,1667.0,175,4,3549.8
ULTRACEMCO,2023-12-28,-0.368,-0.044,0.3245,3235.0,100,6,9969.0
ULTRACEMCO,2024-01-25,-14.651,-14.919,-0.2673,-3135.0,100,5,11729.0
ULTRACEMCO,2024-02-29,-14.624,-14.624,0.0,0.0,100,6,11729.0
ULTRACEMCO,2024-05-30,-12.687,-14.355,-1.6685,-19570.0,100,3,11729.0
ULTRACEMCO,2024-06-27,-8.03,-0.269,7.7607,91025.0,100,3,11729.0
ULTRACEMCO,2024-07-25,-1.599,-2.489,-0.8905,-10445.0,100,3,11729.0
ULTRACEMCO,2024-08-29,-3.187,-4.258,-1.0709,-12560.0,100,3,11729.0
ULTRACEMCO,2024-09-26,1.95,2.844,-0.8935,-10480.0,100,3,11729.0
UNIONBANK,2025-04-24,0.311,0.202,0.1086,618.0,4425,3,128.64
UNITDSPR,2024-06-27,-9.176,-9.772,-0.5956,-5950.0,700,3,1427.1
UNITDSPR,2024-07-25,-8.395,0.904,9.2986,92890.0,700,3,1427.1
UNITDSPR,2024-08-29,2.015,1.359,0.6552,6545.0,700,3,1427.1
UNITDSPR,2024-09-26,14.13,14.127,0.0035,35.0,700,3,1427.1
UNITDSPR,2026-01-27,-0.578,-0.099,0.4785,2551.0,400,4,1333.0
UPL,2023-02-23,1.072,-0.939,2.0111,19630.0,1300,3,750.85
UPL,2023-03-29,-7.159,-5.78,1.3784,13455.0,1300,5,750.85
UPL,2023-04-27,-2.823,-2.957,-0.1332,-1300.0,1300,3,750.85
UPL,2023-05-25,-10.555,-10.142,0.4129,4030.0,1300,3,750.85
UPL,2023-06-29,-9.316,-9.982,-0.6659,-6500.0,1300,3,750.85
UPL,2023-07-27,-14.697,-14.697,0.0,0.0,1300,7,750.85
UPL,2023-12-28,0.404,-0.204,0.6076,4594.0,1300,6,581.65
UPL,2024-12-26,0.384,-0.1,0.4842,3331.0,1355,3,507.7
VEDL,2024-12-26,-1.775,-0.065,1.71,9305.0,1150,3,473.2
VEDL,2025-06-26,-1.601,0.11,1.7103,8848.0,1150,3,449.85
VOLTAS,2023-12-28,0.38,0.226,0.1535,873.0,600,6,947.6
VOLTAS,2024-04-25,-0.788,2.253,3.0413,25470.0,600,3,1395.8
VOLTAS,2024-05-30,1.376,-3.023,4.3989,36840.0,600,3,1395.8
VOLTAS,2024-06-27,8.271,7.505,0.7666,6420.0,600,3,1395.8
VOLTAS,2024-07-25,6.645,4.843,1.8018,15090.0,600,3,1395.8
VOLTAS,2025-03-27,-0.455,0.084,0.5398,2346.0,300,3,1449.1
VOLTAS,2025-09-30,-0.612,0.133,0.7448,3743.0,375,4,1340.2
WIPRO,2023-12-28,0.335,-0.085,0.4202,2916.0,1500,6,462.65
YESBANK,2025-06-26,0.302,-0.1,0.4014,2075.0,26000,3,19.88
ZYDUSLIFE,2024-02-29,1.953,2.072,-0.119,-990.0,900,3,924.3
ZYDUSLIFE,2024-03-28,8.374,9.142,-0.7681,-6390.0,900,6,924.3
ZYDUSLIFE,2024-04-25,3.619,2.894,0.7249,6030.0,900,3,924.3
ZYDUSLIFE,2024-05-30,14.811,10.814,3.9976,33255.0,900,3,924.3
ZYDUSLIFE,2024-09-26,14.265,14.936,-0.6708,-5580.0,900,3,924.3
ZYDUSLIFE,2025-03-27,0.309,0.017,0.2917,2425.0,900,3,923.7
